country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,SC Beira Mar,2011-03-20 00:00:00,2010/2011,2,2
Portugal,Portugal Liga ZON Sagres,Portimonense,Vitória Guimarães,2011-03-18 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Porto,2011-04-03 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Sporting CP,2011-04-03 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Vitória Setúbal,2011-04-03 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",CS Marítimo,2011-04-01 00:00:00,2010/2011,1,3
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,SC Braga,2011-04-02 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,CD Nacional,FC Paços de Ferreira,2011-04-04 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Portimonense,2011-04-02 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Naval 1° de Maio,2011-04-03 00:00:00,2010/2011,1,3
Portugal,Portugal Liga ZON Sagres,Sporting CP,Académica de Coimbra,2011-04-09 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,CD Nacional,2011-04-08 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Vitória Guimarães,2011-04-11 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,"União de Leiria, SAD",2011-04-10 00:00:00,2010/2011,4,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Rio Ave FC,2011-04-10 00:00:00,2010/2011,1,6
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,S.C. Olhanense,2011-04-10 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,SL Benfica,2011-04-10 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,Portimonense,FC Porto,2011-04-10 00:00:00,2010/2011,2,3
Portugal,Portugal Liga ZON Sagres,FC Porto,Sporting CP,2011-04-17 00:00:00,2010/2011,3,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,SC Beira Mar,2011-04-17 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,CS Marítimo,2011-04-16 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Naval 1° de Maio,2011-04-17 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Portimonense,2011-04-17 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,SC Braga,2011-04-18 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Vitória Setúbal,2011-04-15 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,FC Paços de Ferreira,2011-04-16 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,Portimonense,2011-04-30 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Académica de Coimbra,2011-05-01 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,SC Braga,"União de Leiria, SAD",2011-05-01 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,FC Porto,2011-05-01 00:00:00,2010/2011,0,4
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Vitória Guimarães,2011-04-29 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Rio Ave FC,2011-05-01 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,CD Nacional,2011-05-01 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,SL Benfica,2011-05-01 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,FC Porto,FC Paços de Ferreira,2011-05-08 00:00:00,2010/2011,3,3
Portugal,Portugal Liga ZON Sagres,Sporting CP,Vitória Setúbal,2011-05-08 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,SC Beira Mar,2011-05-08 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SL Benfica,2011-05-08 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Naval 1° de Maio,2011-05-08 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,S.C. Olhanense,2011-05-08 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SC Braga,2011-05-08 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,Portimonense,CS Marítimo,2011-05-08 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,Vitória Setúbal,2010-08-28 00:00:00,2010/2011,3,0
Portugal,Portugal Liga ZON Sagres,SC Braga,CS Marítimo,2010-08-29 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,FC Porto,2010-08-29 00:00:00,2010/2011,0,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Portimonense,2010-08-29 00:00:00,2010/2011,2,2
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Académica de Coimbra,2010-08-29 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Vitória Guimarães,2010-08-28 00:00:00,2010/2011,1,3
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,Sporting CP,2010-08-30 00:00:00,2010/2011,1,3
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,"União de Leiria, SAD",2010-08-29 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,"União de Leiria, SAD",2011-05-14 00:00:00,2010/2011,3,3
Portugal,Portugal Liga ZON Sagres,CS Marítimo,FC Porto,2011-05-14 00:00:00,2010/2011,0,2
Portugal,Portugal Liga ZON Sagres,SC Braga,Sporting CP,2011-05-14 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Portimonense,2011-05-14 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Académica de Coimbra,2011-05-14 00:00:00,2010/2011,5,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,CD Nacional,2011-05-14 00:00:00,2010/2011,0,2
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,Vitória Guimarães,2011-05-14 00:00:00,2010/2011,0,3
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Rio Ave FC,2011-05-14 00:00:00,2010/2011,2,2
Portugal,Portugal Liga ZON Sagres,FC Porto,SC Braga,2010-09-11 00:00:00,2010/2011,3,2
Portugal,Portugal Liga ZON Sagres,Sporting CP,S.C. Olhanense,2010-09-11 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,SL Benfica,2010-09-10 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,FC Paços de Ferreira,2010-09-12 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",CD Nacional,2010-09-12 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SC Beira Mar,2010-09-13 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Naval 1° de Maio,2010-09-12 00:00:00,2010/2011,3,0
Portugal,Portugal Liga ZON Sagres,Portimonense,Rio Ave FC,2010-09-12 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,Sporting CP,2010-09-19 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,"União de Leiria, SAD",2010-09-18 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Académica de Coimbra,2010-09-19 00:00:00,2010/2011,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SC Braga,2010-09-19 00:00:00,2010/2011,2,2
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,CS Marítimo,2010-09-18 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,FC Porto,2010-09-20 00:00:00,2010/2011,0,2
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,Vitória Setúbal,2010-09-19 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Portimonense,2010-09-17 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,FC Porto,S.C. Olhanense,2010-09-25 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,CD Nacional,2010-09-26 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,SL Benfica,2010-09-25 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Naval 1° de Maio,2010-09-24 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Rio Ave FC,2010-09-26 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,FC Paços de Ferreira,2010-09-27 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Vitória Guimarães,2010-09-25 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,Portimonense,SC Beira Mar,2010-09-26 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,SC Braga,2010-10-03 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,FC Porto,2010-10-04 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,CS Marítimo,2010-10-03 00:00:00,2010/2011,0,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Académica de Coimbra,2010-10-01 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Sporting CP,2010-10-04 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Portimonense,2010-10-03 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,Naval 1° de Maio,FC Paços de Ferreira,2010-10-03 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Vitória Setúbal,2010-10-02 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,FC Porto,"União de Leiria, SAD",2010-10-25 00:00:00,2010/2011,5,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,Rio Ave FC,2010-10-24 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Naval 1° de Maio,2010-10-24 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,SC Braga,S.C. Olhanense,2010-10-23 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Vitória Guimarães,2010-10-23 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SC Beira Mar,2010-10-23 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,CD Nacional,2010-10-23 00:00:00,2010/2011,2,1
Portugal,Portugal Liga ZON Sagres,Portimonense,SL Benfica,2010-10-24 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Paços de Ferreira,2010-10-29 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Portimonense,2010-11-01 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SC Braga,2010-10-30 00:00:00,2010/2011,2,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Sporting CP,2010-10-31 00:00:00,2010/2011,1,2
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Naval 1° de Maio,2010-10-31 00:00:00,2010/2011,3,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Vitória Setúbal,2010-10-31 00:00:00,2010/2011,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,FC Porto,2010-10-30 00:00:00,2010/2011,0,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,CS Marítimo,2010-10-31 00:00:00,2010/2011,1,1
Portugal,Portugal Liga ZON Sagres,Feirense,CD Nacional,2011-08-14 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,SC Beira Mar,2011-08-14 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,S.C. Olhanense,2011-08-13 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SC Braga,2011-08-13 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,FC Paços de Ferreira,2011-08-14 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Académica de Coimbra,2011-08-15 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,SL Benfica,2011-08-12 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,FC Porto,2011-08-14 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Feirense,2011-11-06 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Académica de Coimbra,2011-11-05 00:00:00,2011/2012,3,2
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,FC Porto,2011-11-05 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Vitória Guimarães,2011-11-04 00:00:00,2011/2012,1,5
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,CD Nacional,2011-11-06 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,SC Braga,SL Benfica,2011-11-06 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,"União de Leiria, SAD",2011-11-06 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Gil Vicente FC,2011-11-06 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SC Beira Mar,2011-11-25 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,Sporting CP,2011-11-26 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,FC Porto,SC Braga,2011-11-27 00:00:00,2011/2012,3,2
Portugal,Portugal Liga ZON Sagres,Feirense,Rio Ave FC,2011-11-27 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,"União de Leiria, SAD",2011-11-27 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Vitória Setúbal,2011-11-28 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,CS Marítimo,2011-11-26 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,S.C. Olhanense,2011-11-27 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,FC Porto,2011-12-10 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,CS Marítimo,SL Benfica,2011-12-11 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Académica de Coimbra,2011-12-12 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Gil Vicente FC,2011-12-11 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,SC Braga,FC Paços de Ferreira,2011-12-09 00:00:00,2011/2012,5,2
Portugal,Portugal Liga ZON Sagres,Sporting CP,CD Nacional,2011-12-10 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Vitória Guimarães,2011-12-11 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Feirense,2011-12-11 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Sporting CP,2011-12-18 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,Rio Ave FC,2011-12-16 00:00:00,2011/2012,5,1
Portugal,Portugal Liga ZON Sagres,FC Porto,CS Marítimo,2011-12-17 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Feirense,"União de Leiria, SAD",2011-12-18 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Gil Vicente FC,2011-12-17 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Vitória Setúbal,2011-12-18 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,SC Braga,2011-12-19 00:00:00,2011/2012,3,4
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SC Beira Mar,2011-12-18 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,SC Braga,2012-01-09 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,CD Nacional,2012-01-08 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Feirense,2012-01-08 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,S.C. Olhanense,2012-01-08 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,FC Paços de Ferreira,2012-01-08 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,FC Porto,2012-01-07 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",SL Benfica,2012-01-08 00:00:00,2011/2012,0,4
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Académica de Coimbra,2012-01-06 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Vitória Guimarães,2012-01-15 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,Vitória Setúbal,2012-01-14 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Rio Ave FC,2012-01-14 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Feirense,Gil Vicente FC,2012-01-14 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,"União de Leiria, SAD",2012-01-15 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,SC Beira Mar,2012-01-15 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,CS Marítimo,2012-01-13 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Sporting CP,2012-01-15 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,"União de Leiria, SAD",2012-01-20 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,CS Marítimo,2012-01-21 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,Gil Vicente FC,2012-01-22 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Vitória Guimarães,2012-01-22 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Feirense,2012-01-22 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Sporting CP,2012-01-23 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Vitória Setúbal,2012-01-22 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Rio Ave FC,2012-01-22 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Feirense,SL Benfica,2012-01-28 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,FC Porto,2012-01-29 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,CD Nacional,2012-01-27 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,SC Braga,2012-01-30 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Académica de Coimbra,2012-01-28 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,SC Beira Mar,2012-01-29 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",FC Paços de Ferreira,2012-01-29 00:00:00,2011/2012,2,4
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,S.C. Olhanense,2012-01-29 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Gil Vicente FC,2012-02-13 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Vitória Guimarães,2012-02-12 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,CD Nacional,2012-02-11 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,FC Porto,"União de Leiria, SAD",2012-02-12 00:00:00,2011/2012,4,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Sporting CP,2012-02-11 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Rio Ave FC,2012-02-12 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Feirense,2012-02-12 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Vitória Setúbal,2012-02-10 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,Feirense,S.C. Olhanense,2012-02-19 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,SC Braga,2012-02-18 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,SL Benfica,2012-02-20 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,Académica de Coimbra,2012-02-19 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,CS Marítimo,2012-02-17 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Sporting CP,FC Paços de Ferreira,2012-02-19 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",SC Beira Mar,2012-02-19 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,FC Porto,2012-02-19 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Rio Ave FC,2011-08-21 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Sporting CP,2011-08-21 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,Feirense,2011-08-20 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Gil Vicente FC,2011-08-19 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Vitória Guimarães,2011-09-04 00:00:00,2011/2012,1,4
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Vitória Setúbal,2011-08-22 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,"União de Leiria, SAD",2011-08-21 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,SC Braga,CS Marítimo,2011-08-21 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SL Benfica,2012-02-25 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Vitória Setúbal,2012-02-26 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,FC Porto,Feirense,2012-02-26 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,"União de Leiria, SAD",2012-02-24 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Gil Vicente FC,2012-02-26 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,CD Nacional,2012-02-26 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,SC Braga,Vitória Guimarães,2012-02-27 00:00:00,2011/2012,4,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,Rio Ave FC,2012-02-26 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Porto,2012-03-02 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,Feirense,Académica de Coimbra,2012-03-04 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,FC Paços de Ferreira,2012-03-04 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,CS Marítimo,2012-03-04 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,SC Braga,2012-03-03 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SC Beira Mar,2012-03-04 00:00:00,2011/2012,4,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",S.C. Olhanense,2012-03-05 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Sporting CP,2012-03-03 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Gil Vicente FC,2012-03-11 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,FC Porto,Académica de Coimbra,2012-03-10 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Feirense,2012-03-09 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,CD Nacional,2012-03-11 00:00:00,2011/2012,4,4
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SL Benfica,2012-03-11 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Vitória Setúbal,2012-03-11 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,SC Braga,"União de Leiria, SAD",2012-03-10 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,Vitória Guimarães,2012-03-11 00:00:00,2011/2012,5,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,FC Paços de Ferreira,2012-03-18 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,SC Beira Mar,2012-03-16 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,Feirense,SC Braga,2012-03-17 00:00:00,2011/2012,1,4
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Sporting CP,2012-03-19 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,S.C. Olhanense,2012-03-18 00:00:00,2011/2012,2,2
